Date,Open,High,Low,Close,Volume
2013-02-08,61.56,62.23,60.94,62.11,3317232
2013-02-11,61.82,61.82,60.29,60.54,3176456
2013-02-12,60.62,60.89,60.12,60.51,2779682
2013-02-13,61.71,63.3,61.6,62.3,3847273
2013-02-14,61.57,61.9,61.06,61.17,9634675
2013-02-15,61.19,61.285,59.88,60.4,7182955
2013-02-19,60.84,61.18,60.385,61.18,3519548
2013-02-20,61.15,61.4,60.17,60.26,8481598
2013-02-21,58.63,59.31,56.91,57.68,7841350
2013-02-22,58.3,59.32,57.97,59.32,3974434
2013-02-25,59.38,59.68,56.97,56.98,4838513
2013-02-26,57.46,57.72,55.94,56.84,7557170
2013-02-27,57.01,58.44,56.5,58.2,5336945
2013-02-28,58.38,59.46,58.17,58.62,3650753
2013-03-01,58.19,60.64,57.43,59.69,5650043
2013-03-04,59.47,60.44,58.75,60.44,3376569
2013-03-05,60.54,61.42,60.53,60.77,4685385
2013-03-06,61.9,62.79,61.41,62.52,4936967
2013-03-07,62.72,62.73,62.08,62.13,2085296
2013-03-08,62.79,63.85,62.59,63.6,3135130
2013-03-11,63.32,63.83,62.2,63.73,3089822
2013-03-12,63.77,64.4,63.62,64.08,4514369
2013-03-13,64.09,64.52,63.19,63.3,4700006
2013-03-14,63.94,65.35,63.86,64.77,4700782
2013-03-15,64.44,65.69,63.87,64.01,5086081
2013-03-18,63.39,64.06,63.08,63.75,3357927
2013-03-19,63.73,64.46,62.845,64.01,5838419
2013-03-20,64.52,65.665,64.455,65.42,4508643
2013-03-21,64.97,65.69,64.23,64.41,3722807
2013-03-22,64.66,64.93,64.25,64.5,2185963
2013-03-25,64.91,65.14,63.19,63.35,3528618
2013-03-26,63.74,64.0,63.36,63.45,3756186
2013-03-27,63.01,63.515,62.57,63.37,2227204
2013-03-28,63.56,64.15,63.18,63.29,2877458
2013-04-01,63.09,63.17,61.56,61.75,3735228
2013-04-02,62.43,62.61,59.54,59.84,6255309
2013-04-03,59.77,59.8,57.78,58.65,10159986
2013-04-04,58.8,59.32,58.61,58.78,3656299
2013-04-05,57.67,59.035,57.11,58.98,4232003
2013-04-08,59.025,59.1,58.2,58.8,4337590
2013-04-09,58.84,60.35,58.69,60.22,3583648
2013-04-10,60.42,60.87,59.92,60.77,2355148
2013-04-11,60.75,62.13,60.55,61.38,3175756
2013-04-12,61.07,61.2,58.67,59.46,4363429
2013-04-15,58.64,58.71,55.47,55.51,7147450
2013-04-16,56.15,57.55,55.7,57.33,4902182
2013-04-17,56.66,56.66,55.415,56.1,6444536
2013-04-18,56.24,56.35,55.02,55.81,4929264
2013-04-19,56.25,58.01,56.16,57.86,4639545
2013-04-22,58.15,59.11,57.37,58.64,2878416
2013-04-23,58.89,59.7,58.69,59.34,2779294
2013-04-24,59.56,60.56,59.13,60.33,3638675
2013-04-25,61.9,63.27,60.77,60.92,4978239
2013-04-26,61.99,62.24,58.57,60.14,4348182
2013-04-29,60.39,61.6425,59.68,61.46,3345520
2013-04-30,61.44,61.49,60.48,60.7,3457460
2013-05-01,60.55,60.75,57.41,57.54,5845545
2013-05-02,57.96,59.47,57.33,58.9,5122461
2013-05-03,60.17,61.06,60.07,60.95,4446043
2013-05-06,62.59,62.655,61.23,62.65,4331501
2013-05-07,62.94,63.7999,62.11,63.28,4320585
2013-05-08,63.3,63.52,61.91,62.84,3595608
2013-05-09,62.66,62.91,61.37,61.47,5333930
2013-05-10,61.11,61.61,60.41,61.55,4563888
2013-05-13,62.5,62.78,61.34,62.3,5772508
2013-05-14,62.07,64.99,61.99,64.64,6492178
2013-05-15,64.42,65.36,64.36,64.68,3677693
2013-05-16,64.35,66.2,64.28,66.11,5269405
2013-05-17,66.34,67.32,65.74,67.32,5283752
2013-05-20,67.27,67.45,66.8,66.95,2870164
2013-05-21,66.92,67.28,65.81,65.85,4138102
2013-05-22,65.59,67.05,64.64,65.07,3482055
2013-05-23,64.8,66.22,62.71,65.83,4930536
2013-05-24,65.26,65.9199,64.85,65.72,2250461
2013-05-28,66.74,68.09,66.32,67.18,4455887
2013-05-29,66.54,67.08,65.72,66.28,3045650
2013-05-30,66.25,67.59,65.84,66.79,3137590
2013-05-31,66.61,68.07,66.01,66.65,6467801
2013-06-03,66.82,67.37,65.22,67.31,4076910
2013-06-04,67.09,68.46,67.09,67.68,4081461
2013-06-05,67.41,67.64,65.405,65.68,4468479
2013-06-06,65.56,66.58,65.3,66.4,4045725
2013-06-07,65.49,65.6,64.62,64.87,7591547
2013-06-10,65.06,65.84,64.77,65.0,3367756
2013-06-11,64.23,65.22,63.67,64.19,3285881
2013-06-12,65.04,65.29,64.03,64.12,2382022
2013-06-13,64.05,66.905,64.0,66.59,7208695
2013-06-14,66.48,68.11,66.3,67.42,4427955
2013-06-17,68.1,68.53,67.45,68.14,3489474
2013-06-18,68.48,69.45,68.39,68.81,3209705
2013-06-19,68.97,69.42,68.49,68.61,2692196
2013-06-20,67.45,68.162,66.7,67.0,3984985
2013-06-21,67.54,67.69,65.23,66.75,5082582
2013-06-24,65.06,65.75,63.89,65.03,4874993
2013-06-25,65.69,66.89,65.69,66.46,3536092
2013-06-26,66.95,67.23,65.58,66.98,3619505
